catchment_id,outfall_arc
GB109055029670,node_13414-to-node_13415
GB109055029690,node_13462-to-node_13458
GB109055029700,node_13459-to-node_13460
GB109055029710,node_13461-to-node_13462
GB109055036580,node_13468-to-node_4117
GB109055036610,node_13471-to-node_13472
GB109055036620,node_18892-to-node_18893
GB109055036630,node_4115-to-node_4116
GB109055036650,node_13480-to-node_13481
GB109055036660,node_13483-to-node_13484
GB109055036670,node_13486-to-node_13487
GB109055036720,node_19211-to-node_19210
GB109055036740,node_13477-to-node_13478
GB109055036750,node_12856-to-node_12857
GB109055036780,node_13871-to-node_13872
GB109055036810,node_14449-to-node_14450
GB109055036820,node_14452-to-node_14453
GB109055036840,node_14459-to-node_14458
GB109055036850,node_14464-to-node_14465
GB109055036860,node_14466-to-node_14467
GB109055036880,node_14473-to-node_14474
GB109055036930,node_14480-to-node_14481
GB109055036940,node_14554-to-node_14555
GB109055036960,node_14557-to-node_14558
GB109055037000,node_14560-to-node_14561
GB109055037070,node_13594-to-node_13595
GB109055037100,node_13597-to-node_13598
GB109055037120,node_13767-to-node_13768
GB109055037180,node_13773-to-node_13769
GB109055041820,node_13852-to-node_13853
GB109055041830,node_17390-to-node_17389
GB109055041840,node_17392-to-node_17393
GB109055041850,node_13873-to-node_13870
GB109055041930,node_20326-to-node_20539
GB109055041940,node_13909-to-node_13905
GB109055042030,node_19103-to-node_20786
GB111067051600,node_16111-to-node_16112
GB111067051930,node_15484-to-node_15485
GB111067052090,node_16859-to-node_20784
GB111067052150,node_16276-to-node_16277
GB111067056930,node_16319-to-node_16320
GB112068055160,node_15592-to-node_15593
GB112068055190,node_15599-to-node_15600
GB112068055200,node_15611-to-node_15612
GB112068055220,node_15165-to-node_15166
GB112068055230,node_15617-to-node_15618
GB112068055240,node_15619-to-node_15613
GB112068055260,node_15714-to-node_15715
GB112068055280,node_15720-to-node_15721
GB112068055300,node_15723-to-node_15724
GB112068055310,node_15717-to-node_15718
GB112068055320,node_2901-to-node_2902
GB112068055330,node_15728-to-node_15729
GB112068055340,node_15729-to-node_2903
GB112068055360,node_15857-to-node_15858
GB112068055380,node_16400-to-node_15865
GB112068055390,node_16391-to-node_16390
GB112068055400,node_16394-to-node_16395
GB112068055410,node_16396-to-node_16397
GB112068055420,node_16398-to-node_16399
GB112068055430,node_16401-to-node_16402
GB112068055440,node_16404-to-node_16405
GB112068055451,node_5304-to-node_20532
GB112068055460,node_16411-to-node_16410
GB112068060180,node_15161-to-node_14945
GB112068060210,node_14937-to-node_14938
GB112068060230,node_14943-to-node_14944
GB112068060240,node_15160-to-node_15161
GB112068060260,node_15169-to-node_15168
GB112068060270,node_15174-to-node_15173
GB112068060290,node_15259-to-node_15258
GB112068060300,node_15261-to-node_15262
GB112068060330,node_14962-to-node_14963
GB112068060350,node_14964-to-node_14965
GB112068060360,node_14968-to-node_14969
GB112068060380,node_14975-to-node_14976
GB112068060400,node_13521-to-node_13518
GB112068060410,node_13528-to-node_13529
GB112068060420,node_13525-to-node_13526
GB112068060440,node_13531-to-node_13532
GB112068060450,node_5303-to-node_5304
GB112068060470,node_15866-to-node_5319
GB112068060480,node_5321-to-node_5322
GB112068060500,node_5320-to-node_5318
GB112068060510,node_5334-to-node_5335
GB112068060520,node_5337-to-node_5338
GB112069060580,node_13816-to-node_13817
GB112069060630,node_13830-to-node_13831
GB112069060650,node_13956-to-node_13957
GB112069060680,node_13963-to-node_13964
GB112069060690,node_13966-to-node_16616
GB112069060710,node_16614-to-node_16615
GB112069060720,node_16371-to-node_5168
GB112069060730,node_16372-to-node_16621
GB112069060770,node_16622-to-node_16623
GB112069060780,node_13387-to-node_13388
GB112069060790,node_16629-to-node_16625
GB112069060800,node_13386-to-node_13387
GB112069060840,node_13649-to-node_13403
GB112069060850,node_13406-to-node_13407
GB112069060860,node_13417-to-node_13418
GB112069060880,node_13407-to-node_13408
GB112069060910,node_13435-to-node_13436
GB112069060950,node_14700-to-node_14699
GB112069060960,node_13426-to-node_13427
GB112069060980,node_13814-to-node_13815
GB112069061020,node_4107-to-node_4103
GB112069061030,node_12778-to-node_4110
GB112069061040,node_16743-to-node_12680
GB112069061050,node_16624-to-node_12799
GB112069061090,node_12737-to-node_12734
GB112069061100,node_12739-to-node_12736
GB112069061111,node_14508-to-node_12776
GB112069061120,node_12828-to-node_12829
GB112069061131,node_12847-to-node_12830
GB112069061151,node_12841-to-node_12839
GB112069061152,node_12845-to-node_12842
GB112069061161,node_12851-to-node_12848
GB112069061170,node_12854-to-node_12855
GB112069061180,node_14205-to-node_14206
GB112069061220,node_14212-to-node_14208
GB112069061240,node_14220-to-node_14221
GB112069061250,node_14224-to-node_14223
GB112069061260,node_13811-to-node_13812
GB112069061270,node_14259-to-node_14256
GB112069061280,node_14260-to-node_14261
GB112069061300,node_14278-to-node_14279
GB112069061320,node_14282-to-node_14281
GB112069061330,node_14327-to-node_14328
GB112069061340,node_14332-to-node_14331
GB112069061360,node_13960-to-node_13958
GB112069061381,node_14344-to-node_12859
GB112069061382,node_12862-to-node_12863
GB112069061390,node_16630-to-node_16631
GB112069061420,node_16758-to-node_16757
GB112069061442,node_16769-to-node_16770
GB112069061451,node_16788-to-node_16789
GB112069064510,node_13615-to-node_13614
GB112069064530,node_13639-to-node_13622
GB112069064540,node_13627-to-node_13625
GB112069064560,node_13636-to-node_13637
GB112069064570,node_13641-to-node_13640
GB112069064580,node_13646-to-node_13642
GB112069064610,node_13653-to-node_13654
GB112069064620,node_14573-to-node_14571
GB112069064641,node_14640-to-node_14622
GB112069064650,node_14637-to-node_14636
GB112069064670,node_14677-to-node_14678
GB112069064680,node_14679-to-node_14680
GB112069064690,node_14682-to-node_14683
GB112069064710,node_14693-to-node_14687
GB112069064720,node_14499-to-node_14498
GB112069064730,node_14506-to-node_14503
GB112070061600,node_14760-to-node_14761
GB112070061610,node_14764-to-node_14762
GB112070064780,node_14777-to-node_14770
GB112070064810,node_14778-to-node_14779
GB112070064861,node_14806-to-node_4835
GB112070064900,node_14983-to-node_14984
GB112070064952,node_4832-to-node_4828
GB112071065040,node_13894-to-node_13895
GB112071065050,node_13898-to-node_13899
GB112071065060,node_13656-to-node_13657
GB112071065070,node_13904-to-node_13661
GB112071065080,node_13666-to-node_13667
GB112071065100,node_13676-to-node_13677
GB112071065140,node_13764-to-node_13765
GB112071065160,node_13948-to-node_13949
GB112071065170,node_5145-to-node_5146
GB112071065180,node_16365-to-node_16366
GB112071065200,node_16117-to-node_13950
GB112071065210,node_16373-to-node_16374
GB112071065240,node_16154-to-node_16155
GB112071065250,node_16200-to-node_16199
GB112071065260,node_16203-to-node_16204
GB112071065270,node_16157-to-node_16158
GB112071065280,node_16416-to-node_16417
GB112071065300,node_16419-to-node_16202
GB112071065310,node_16425-to-node_16426
GB112071065330,node_16432-to-node_16433
GB112071065340,node_16433-to-node_16430
GB112071065350,node_15208-to-node_15209
GB112071065370,node_15186-to-node_15187
GB112071065380,node_15206-to-node_15203
GB112071065400,node_15211-to-node_15212
GB112071065440,node_15811-to-node_15812
GB112071065460,node_15813-to-node_15814
GB112071065520,node_15854-to-node_15855
GB112071065530,node_15871-to-node_15868
GB112071065540,node_15872-to-node_15873
GB112071065550,node_15878-to-node_15879
GB112071065560,node_15179-to-node_15180
GB112071065580,node_15898-to-node_15899
GB112071065590,node_15901-to-node_15902
GB112071065612,node_15960-to-node_15874
GB112071065613,node_15963-to-node_15917
GB112071065650,node_15977-to-node_15978
GB112071065651,node_15980-to-node_15981
GB112071065670,node_15213-to-node_15214
GB112071065680,node_15216-to-node_15217
GB112071065690,node_15219-to-node_15969
GB112072065760,node_14977-to-node_14978
GB112072065770,node_14980-to-node_14981
GB112072065800,node_15271-to-node_15270
GB112072065822,node_15022-to-node_16131
GB112072065850,node_15296-to-node_15297
GB112072065860,node_15299-to-node_15298
GB112072065880,node_15307-to-node_15306
GB112072065900,node_15342-to-node_15343
GB112072065950,node_15344-to-node_15345
GB112072065960,node_15346-to-node_15347
GB112072065990,node_16002-to-node_15360
GB112072066020,node_15984-to-node_15985
GB112072066030,node_15989-to-node_15990
GB112072066060,node_16004-to-node_16001
GB112072066070,node_16003-to-node_16010
GB112072066090,node_16008-to-node_16009
GB112072066100,node_16011-to-node_16012
GB112072066110,node_16118-to-node_16119
GB112072066120,node_16122-to-node_16121
GB112072071630,node_16180-to-node_16178
GB112072071650,node_16233-to-node_16234
GB112072071700,node_15387-to-node_15388
GB112072071720,node_15496-to-node_15414
GB112072071730,node_15415-to-node_15416
GB112072071760,node_15423-to-node_15424
GB112072071770,node_15431-to-node_15427
GB112072071780,node_15432-to-node_15433
GB112072071790,node_15489-to-node_15490
GB112072071800,node_15492-to-node_15493
GB112072071820,node_15501-to-node_15502
GB112072071840,node_15521-to-node_15522
GB112073064430,node_15525-to-node_16294
GB112073071040,node_15534-to-node_15535
GB112073071070,node_15563-to-node_15551
GB112073071080,node_15559-to-node_15557
GB112073071100,node_15565-to-node_15562
GB112073071110,node_15052-to-node_15053
GB112073071120,node_15570-to-node_15571
GB112073071130,node_15573-to-node_15574
GB112073071140,node_15660-to-node_15657
GB112073071150,node_15666-to-node_15667
GB112073071160,node_15669-to-node_15670
GB112073071170,node_15671-to-node_15672
GB112073071190,node_2928-to-node_2929
GB112073071240,node_16292-to-node_16293
GB112073071290,node_15789-to-node_15790
GB112073071310,node_16347-to-node_16348
GB112073071320,node_16334-to-node_16335
GB112073071340,node_16343-to-node_16340
GB112073071350,node_16344-to-node_16338
GB112073071380,node_16358-to-node_16356
GB112073071390,node_16357-to-node_16358
GB112073071400,node_16363-to-node_16359
GB112073071430,node_15544-to-node_15545
GB112073071440,node_15550-to-node_15546
GB112073071450,node_15051-to-node_15052
GB112073074640,node_15066-to-node_15062
GB112074069730,node_15099-to-node_15086
GB112074069790,node_15740-to-node_15738
GB112074069830,node_15746-to-node_15744
GB112074069850,node_15751-to-node_15747
GB112074069880,node_15755-to-node_15752
GB112074069900,node_15766-to-node_15767
GB112074069920,node_15787-to-node_15788
GB112074069950,node_15802-to-node_15800
GB112074070000,node_14536-to-node_14518
GB112074070010,node_14522-to-node_14520
GB112074070030,node_14537-to-node_14538
GB112074070040,node_14542-to-node_14540
GB112074070080,node_14553-to-node_14552
GB112075070360,node_16537-to-node_16538
GB112075070380,node_16548-to-node_16549
GB112075070390,node_16552-to-node_16553
GB112075070410,node_16574-to-node_16570
GB112075070420,node_16588-to-node_16589
GB112075070450,node_16612-to-node_16610
GB112075070460,node_13533-to-node_13534
GB112075073561,node_16600-to-node_13538
GB112075073562,node_13712-to-node_13713
GB112075073580,node_13756-to-node_13754
GB112075073620,node_13792-to-node_13793
GB112075073650,node_13779-to-node_13780
GB112075073660,node_13975-to-node_13973
GB112075073670,node_13976-to-node_13977
GB205030051515,node_13979-to-node_6595
GB205030062426,node_5514-to-node_5515
GB205031050595,node_14108-to-node_14104
GB205031050685,node_6099-to-node_14109
GB205031050705,node_14120-to-node_14121
GB205031050755,node_14128-to-node_14129
GB205031055495,node_14137-to-node_14138
GB205031055525,node_14131-to-node_14132
GB205031055535,node_14144-to-node_14140
GB205032050395,node_14313-to-node_14312
GB205033000030,node_14077-to-node_14078
